treat,village_code,female,bl_children_school,bl_has_elder,bl_own_land,bl_meals_eaten,el_health_index
0,40301016,1,1,0,1,3,.1344689
0,40301016,1,1,0,1,2,1.036443
0,40301016,0,1,0,0,2,-.0885202
0,40302004,0,1,0,1,2,.0815252
0,40302004,1,0,0,1,3,1.036443
0,40302004,0,1,0,1,3,.813631
0,40302004,1,1,0,1,2,-.0730596
0,40302004,1,0,0,0,3,-.0303148
0,40302005,0,0,0,1,2,.0200945
0,40302005,0,1,0,1,1,1.023759
0,40302005,1,0,0,1,2,.1344689
0,40302005,1,1,0,0,2,-2.068091
0,40302005,1,1,0,1,2,-1.506497
0,40302005,0,1,0,1,2,.1217854
0,40302005,1,1,0,1,3,.0917241
0,40302006,1,0,0,1,3,-2.136519
0,40302006,1,1,0,1,2,.0917241
0,40302006,1,1,0,1,1,-.1471278
0,40302006,0,1,0,1,2,-.03342
0,40302006,1,1,0,1,1,-.0730596
0,40302006,0,1,0,1,3,.5196763
0,40302007,1,0,1,1,1,-1.795595
0,40302007,1,0,1,1,2,-2.406321
0,40302007,0,1,0,1,3,.2322125
0,40302007,1,0,1,1,3,.1628764
0,40302007,1,0,1,1,3,-.316518
0,40302007,1,1,0,1,3,.8716591
0,40302007,1,1,0,1,2,-.4502045
1,40302008,1,1,0,1,3,1.136443
1,40302008,1,1,0,1,3,1.136443
1,40302008,1,1,0,1,3,1.093698
1,40302008,1,0,1,1,2,.2187131
1,40302008,1,0,0,0,3,.9981501
1,40302008,1,1,0,1,2,.2344689
1,40302008,1,0,0,0,3,.0539293
0,40302009,1,0,0,1,2,-.0886272
0,40302009,1,0,0,1,1,1.020687
0,40302009,1,1,0,1,1,-.2113525
1,40302010,1,1,0,0,3,1.136443
1,40302010,1,1,0,1,3,.2344689
1,40302010,1,1,0,1,3,1.093698
1,40302010,1,1,0,1,3,-.0382815
1,40302010,0,0,0,1,1,1.123759
1,40302010,1,1,0,1,1,.0696852
0,40303004,1,1,0,1,2,1.036443
0,40303004,0,1,1,1,2,.1217854
0,40303004,0,1,0,1,3,.1217854
0,40303004,1,0,0,1,3,-.410777
0,40303004,1,0,0,1,3,-1.522845
0,40303004,1,1,0,1,3,-.0303148
0,40303005,1,1,0,1,2,-.316518
0,40303005,0,1,0,1,3,.1217854
0,40303005,1,1,0,1,3,.1344689
0,40303005,0,0,0,0,3,1.023759
0,40303005,1,1,0,1,3,-.5666623
0,40303005,1,1,0,1,3,.3779273
0,40303005,0,0,0,1,3,-1.855749
0,40303005,1,1,0,1,2,.89815
1,40303006,0,1,0,1,2,.953714
1,40303006,1,1,0,1,2,1.136443
1,40303006,1,1,0,1,3,1.136443
1,40303006,1,1,0,1,2,-.1342752
1,40303006,1,1,0,0,3,1.120687
1,40303007,1,1,0,1,2,1.136443
1,40303007,0,1,0,1,2,-3.169931
1,40303007,1,0,0,1,2,.2344689
1,40303007,1,1,0,1,2,.9981501
1,40303008,1,0,0,1,2,-1.770008
1,40303008,1,1,0,1,2,1.120687
1,40303008,1,1,0,1,3,.1119843
1,40303008,1,0,0,1,3,.2344689
1,40303008,0,1,0,1,3,1.123759
1,40303008,1,1,0,1,3,-1.685399
1,40303008,1,1,0,1,3,.0111845
0,40303009,0,1,0,1,1,-.5985198
0,40303009,1,1,0,1,2,-1.742487
0,40303009,0,0,1,1,2,-1.920843
0,40303009,0,0,0,1,1,-.0736802
0,40303009,1,0,0,1,3,-.248495
0,40303009,1,1,0,1,2,-.1965939
0,40303009,0,0,1,1,2,.1217854
0,40303009,0,1,0,1,3,1.008919
1,40303010,0,1,0,1,3,-.4499272
1,40303010,1,0,0,0,2,-.3813018
1,40303010,0,1,0,1,3,.8689767
1,40303010,0,0,1,0,2,-.3795245
1,40303010,1,1,0,1,2,.6854559
1,40303010,1,1,0,1,2,-1.704124
1,40303011,1,1,0,1,3,.6854559
1,40303011,0,0,0,1,3,-.3433144
1,40303011,1,1,0,1,3,.9981501
1,40303011,1,0,0,1,2,.2344689
1,40303011,1,1,0,1,2,1.120687
1,40303011,0,0,0,1,2,-.4237865
1,40303011,1,1,0,1,2,-2.040542
1,40303011,1,1,0,0,3,1.093698
1,40303012,1,1,0,1,3,.1265023
1,40303012,1,1,0,1,1,.4127055
1,40303012,1,0,0,1,3,1.136443
1,40303012,1,1,0,1,3,1.136443
1,40303012,1,0,0,1,3,.879182
1,40303012,1,1,0,1,1,.6854559
1,40303013,1,0,0,1,2,1.136443
1,40303013,0,1,0,0,3,1.123759
1,40303013,0,0,0,1,2,1.123759
1,40303013,0,1,0,0,1,.06658
1,40303013,1,1,1,1,2,-.2882545
1,40303013,1,1,0,1,3,1.028476
1,40303013,1,0,0,1,3,.1917241
1,40303013,1,1,0,1,1,.6854559
1,40303014,1,1,0,1,2,.2241454
1,40303014,1,1,0,1,2,.7357585
1,40303014,1,1,0,1,2,.2344689
1,40303014,0,1,0,1,1,.6727723
1,40303014,1,1,0,1,3,.9823942
1,40303014,0,0,0,0,1,.953714
0,40401004,1,1,1,1,1,.3326819
0,40401004,0,1,0,1,2,.7117629
0,40401004,1,1,0,0,2,-.1967821
0,40401004,1,0,0,1,3,1.036443
0,40401004,1,1,0,1,2,-1.851295
0,40401004,1,1,0,0,3,-.1832731
1,40401005,1,1,0,1,3,.2344689
1,40401005,1,1,0,0,2,.0961761
1,40401005,0,1,0,1,2,1.123759
1,40401005,1,1,0,0,2,-1.404347
1,40401005,1,1,0,0,1,-.4781262
1,40401005,1,0,0,1,3,1.136443
1,40401005,1,1,0,1,3,-.3402405
0,40401006,1,1,0,0,2,-1.400308
0,40401006,0,0,0,1,2,-.5571725
0,40401006,1,1,0,1,3,-.1043831
0,40401006,0,0,0,1,2,-.03342
0,40401006,0,0,1,1,1,-.0885202
0,40401006,1,1,1,1,1,-2.654498
0,40401006,0,0,0,1,2,.4076096
0,40402004,0,1,0,1,1,.3550015
0,40402004,0,0,1,1,0,.3441367
0,40402004,0,0,0,1,3,1.023759
0,40402004,1,1,0,1,2,-.0888155
0,40402004,1,1,0,1,1,-.3119116
0,40402004,0,0,0,1,1,-.03342
0,40402004,1,1,0,1,1,-1.737361
0,40402004,1,0,0,1,2,.1344689
0,40402005,1,1,0,1,3,-.416479
0,40402005,1,1,0,1,2,.4206721
0,40402005,1,1,0,1,2,-.0460707
0,40402005,1,0,1,1,2,-.8470643
0,40402005,1,0,0,1,2,-1.657302
0,40402005,0,1,0,1,2,.0594071
0,40402006,1,1,0,1,3,1.036443
0,40402006,0,1,0,0,1,-1.668043
0,40402006,1,0,0,1,2,-3.417275
0,40402006,1,1,0,1,1,-.0730596
0,40402006,1,0,0,1,2,.1344689
0,40402006,0,1,0,1,1,-.03342
0,40402006,1,1,0,1,3,1.036443
1,40402007,0,1,0,0,3,.2217854
1,40402007,1,1,1,0,2,.0696852
1,40402007,0,1,0,1,2,.06658
1,40402007,1,0,0,1,1,-1.136642
1,40402007,1,1,0,1,2,-.6661536
1,40402007,0,1,0,1,2,.6727723
1,40402007,1,1,0,1,3,.9554052
1,40402007,1,1,0,1,2,.2344689
1,40402008,1,0,0,1,2,.9289143
1,40402008,0,1,0,1,3,-.6645133
1,40402008,0,1,0,1,2,-2.356936
1,40402008,0,0,0,1,2,.1269017
1,40402009,1,1,0,1,2,-.3705668
1,40402009,1,1,0,1,2,.1265023
1,40402009,1,0,0,1,2,-.7138145
1,40402009,0,1,0,1,2,1.123759
1,40402009,0,0,0,0,2,.1815252
0,40402010,1,1,0,1,3,.068241
0,40402010,1,1,0,1,2,-2.485434
0,40402010,0,1,0,1,2,.1217854
0,40402010,1,0,1,1,2,-.7725529
0,40402010,1,1,0,1,3,-.1967821
0,40402010,0,1,0,0,2,-.0885202
0,40402010,1,1,0,0,2,.1857169
0,40403004,0,0,0,1,0,-.5882141
0,40403004,1,0,0,0,3,-.0886272
0,40403004,0,1,1,1,3,.5697001
0,40403004,0,0,0,1,1,.9834992
0,40403004,0,1,0,1,2,.8282937
0,40403004,1,1,0,1,0,-.8591456
0,40403004,1,1,0,1,2,1.036443
0,40403005,1,0,1,1,1,-.4548109
0,40403005,1,1,0,1,2,-1.449774
0,40403005,1,1,0,1,2,-.6780953
0,40403005,0,1,1,1,3,-.0084689
0,40403005,0,1,1,1,2,.1217854
0,40403005,1,1,0,1,2,-.6587018
0,40403005,0,1,0,1,1,.1217854
0,40403006,0,1,0,1,2,.1217854
0,40403006,1,0,0,1,2,.0759683
0,40403006,0,1,0,0,3,.804047
0,40403006,1,1,0,1,1,.8554052
0,40403006,1,1,0,0,2,1.036443
0,40403006,1,0,0,1,3,-.3750187
1,40403007,1,0,0,1,2,-1.380477
1,40403007,0,1,0,1,2,-.5020726
1,40403007,1,0,1,1,2,-1.889588
1,40403007,0,0,0,0,2,-1.464797
1,40403007,0,1,0,1,2,.2217854
1,40403007,0,1,0,1,2,.6727723
1,40403007,1,1,0,1,2,-1.300308
1,40403007,1,1,0,1,3,-.1910923
1,40403008,1,1,0,1,2,.0111845
1,40403008,0,0,0,1,3,-2.490086
1,40403008,1,1,0,1,2,-.2741821
1,40403008,1,0,0,1,1,.2344689
1,40403008,1,0,1,1,3,-1.70855
1,40403008,1,0,0,1,3,-.391989
1,40403008,1,1,0,1,2,1.077942
1,40403008,1,1,0,1,3,-.3692776
1,40403009,0,1,0,1,1,.0263198
1,40403009,0,0,0,1,1,-1.464797
1,40403009,1,1,0,1,2,-1.927379
1,40403009,1,1,0,1,2,-.1395822
1,40403009,0,0,0,1,3,1.123759
1,40403009,0,0,0,1,2,-3.949744
1,40403009,1,1,0,1,1,-1.300308
1,40403009,0,1,0,1,2,.06658
0,40403010,1,0,0,1,2,.0917241
0,40403010,1,1,0,1,3,1.036443
0,40403010,1,1,0,1,3,.8716591
0,40403010,0,1,0,1,3,1.023759
0,40403010,1,0,0,0,2,.4941052
0,40403010,1,1,1,1,3,-.0460707
0,40403010,1,0,1,1,2,1.036443
0,40403010,1,1,1,0,0,-.6046171
1,40403011,1,1,0,1,3,.0719291
1,40403011,1,1,0,1,2,.9289143
1,40403011,1,1,0,1,2,.2187131
1,40403011,1,1,0,1,3,.2390754
1,40403011,1,0,1,1,3,-.0810263
1,40403011,0,1,0,1,1,.1052545
1,40403011,0,0,0,1,3,.0512709
1,40404004,0,0,0,0,2,-.1001438
1,40404004,1,1,0,1,2,.3196934
1,40404004,1,1,0,1,2,-.6717113
1,40404004,0,1,0,1,2,.542518
1,40404004,0,0,0,1,2,1.123759
0,40404005,1,1,0,1,2,.1344689
0,40404005,0,1,0,1,2,1.023759
0,40404005,1,1,0,1,2,1.036443
0,40404005,0,0,0,1,3,1.023759
0,40404005,1,1,0,1,3,.1344689
0,40404005,1,1,0,1,2,-.0460707
0,40404005,0,1,0,1,2,.1217854
0,40404006,1,1,0,0,1,.1187131
0,40404006,1,0,0,1,3,-.495451
0,40404006,1,0,1,1,2,-.4970576
0,40404006,0,1,0,1,3,.0815252
0,40404006,1,1,0,1,3,-.0730596
0,40404006,1,1,0,0,1,.8131585
0,40404006,1,1,0,1,3,.1187131
0,40404007,1,1,0,1,3,-.5755608
0,40404007,0,0,0,1,2,.1217854
0,40404007,0,1,0,1,2,.9834992
0,40404007,1,1,0,1,3,-.131372
0,40404007,1,0,0,1,2,1.036443
0,40404007,1,1,0,1,3,-.1928546
0,40404007,1,0,0,1,2,-.0730596
0,40404007,1,0,0,1,1,-2.97151
1,40404008,1,1,0,1,1,.0111845
1,40404008,1,1,0,1,3,-.4197061
1,40404008,1,0,1,1,1,.1265023
1,40404008,0,1,0,1,2,1.059795
1,40404008,1,1,0,1,2,.1265023
1,40404008,1,1,0,1,3,.0111845
1,40404008,1,1,0,1,3,-1.257563
0,40404009,1,0,0,1,2,-.9549372
0,40404009,1,0,0,1,2,-.0038239
0,40404009,1,1,0,1,3,.8716591
0,40404009,1,1,0,1,1,1.036443
0,40404009,1,0,0,1,1,-1.772432
0,40404009,0,1,0,1,2,.5727723
1,40404010,1,0,0,1,3,-.7114613
1,40404010,1,0,0,1,2,.9716591
1,40404010,1,1,1,1,3,-1.003417
1,40404010,0,0,0,0,2,.2217854
1,40404010,1,1,0,1,2,-.3201218
1,40404010,0,1,0,0,3,.4757458
1,40404010,0,0,1,1,1,-1.100887
1,40404011,0,1,0,1,2,-1.491385
1,40404011,1,1,0,1,1,.0269404
1,40404011,1,0,1,1,2,-.1307587
1,40404011,0,1,1,1,3,.06658
1,40404011,1,0,0,1,3,.5044183
1,40404011,1,1,0,1,1,.2344689
1,40404011,1,1,0,0,2,.2187131
0,40404012,0,0,0,0,3,1.023759
0,40404012,0,1,0,1,2,1.023759
0,40404012,0,1,1,1,2,-2.921562
0,40404012,1,1,0,1,2,1.036443
0,40404012,1,0,0,0,2,-2.110149
0,40404012,1,1,0,1,2,.6441343
0,40404013,0,1,0,1,2,-.9035039
0,40404013,0,1,0,0,2,-.03342
0,40404013,0,1,0,1,2,-3.541852
0,40404013,0,1,0,1,2,-.1902111
0,40404014,1,1,0,1,3,-1.451986
0,40404014,1,1,0,1,3,-.5781262
0,40404014,1,1,0,1,0,-1.531758
0,40404014,1,1,0,1,2,-.0888155
0,40404014,0,1,0,1,2,-.2185972
0,40404014,0,0,0,1,2,-.3292015
0,40404014,0,1,0,1,2,-.0979672
0,40501004,0,0,0,1,3,.1217854
0,40501004,0,1,1,1,3,-.9920551
0,40501004,1,1,0,1,2,-1.795595
0,40501004,0,0,0,1,1,.1217854
0,40501004,1,1,0,1,2,1.020687
0,40501004,1,1,0,1,3,-.0730596
0,40501004,1,1,0,1,1,-4.948581
1,40501005,0,1,0,1,2,-.6572201
1,40501005,0,1,0,1,2,1.123759
1,40501005,1,1,0,0,2,-2.622986
1,40501005,1,0,0,1,3,.6854559
1,40501005,1,0,0,1,3,1.136443
1,40501005,1,0,0,1,2,1.136443
0,40501006,1,1,0,1,3,-.0460707
0,40501006,1,1,0,1,3,1.036443
0,40501006,1,1,1,1,2,.1187131
0,40501006,1,0,1,1,2,-.316518
0,40501006,1,1,0,1,2,1.036443
0,40501006,1,1,1,1,2,-1.359887
1,40501007,1,1,0,1,2,.2187131
1,40501007,1,1,0,1,2,.5764831
1,40501007,1,1,0,1,2,.1917241
1,40501007,0,0,0,1,2,-.6689689
1,40501007,1,1,1,1,2,-1.753653
1,40501007,1,1,0,1,3,1.136443
1,40501007,1,1,1,1,3,-.9673817
0,40501008,0,0,0,1,3,1.023759
0,40501008,1,1,0,1,3,-1.977895
0,40501008,1,1,0,1,2,1.036443
0,40501008,1,1,0,0,3,.4206721
0,40501008,1,1,0,1,3,-.2125932
0,40501008,1,1,0,1,3,.068241
0,40501008,0,1,0,0,2,-.04826
0,40501009,1,1,0,1,2,.1344689
0,40501009,1,1,0,1,1,.7316827
0,40501009,1,1,0,1,2,-.0162426
0,40501009,1,0,0,1,3,-.4962159
0,40501009,0,1,0,1,1,-1.130446
0,40501009,0,0,0,1,2,.8282937
0,40501009,1,1,0,1,2,-1.957578
0,40501010,0,0,0,1,2,-.0883429
0,40501010,0,1,0,1,3,-.0736802
0,40501010,1,1,0,1,2,.2330247
0,40501010,1,0,1,1,2,-2.409925
0,40501010,1,1,0,1,3,.4709748
0,40501010,1,1,0,1,3,.1344689
0,40501010,1,1,0,1,2,.0917241
0,40501010,1,1,0,1,3,-1.673058
0,40501011,1,1,0,1,1,.0107464
0,40501011,1,1,0,1,3,.1344689
0,40501011,0,1,1,1,2,.1069454
0,40501011,1,0,0,1,3,-.2923302
0,40501011,0,1,0,1,3,-.0084689
0,40501011,0,1,0,1,3,.1217854
0,40501011,0,1,0,1,3,.1743523
1,40501012,1,1,0,0,3,.1247717
1,40501012,1,1,0,0,3,-1.298212
1,40501012,0,1,0,1,2,-1.254491
1,40501012,0,0,0,1,2,.517567
1,40501012,0,1,0,1,2,-2.112032
1,40501012,1,1,0,1,2,-1.465092
1,40501012,0,1,0,1,1,.2217854
1,40501012,1,0,0,0,1,-.2592628
0,40501013,1,1,0,1,3,-.0303148
0,40501013,1,1,0,1,3,1.036443
0,40501013,1,0,0,1,3,-.2271083
0,40501013,1,0,0,1,3,-.2113525
0,40501013,1,1,0,1,3,-.2635865
0,40501013,1,1,0,1,3,.7901833
0,40501013,1,1,0,1,2,-1.565092
1,40502004,1,1,0,1,3,.2344689
1,40502004,0,1,0,1,2,.2217854
1,40502004,0,0,0,1,2,-.1167999
1,40502004,1,1,0,1,2,-1.896026
1,40502004,1,1,0,1,3,-.1271083
1,40502004,1,1,0,1,3,.0696852
1,40502004,1,1,0,1,3,.0269404
1,40502004,0,0,0,0,2,-.8035039
1,40502005,1,0,1,1,2,-2.043537
1,40502005,1,1,0,0,2,1.136443
1,40502005,1,0,0,1,3,.1815252
1,40502005,1,0,0,1,3,.1118728
1,40502005,1,1,0,1,2,.2344689
1,40502005,1,1,0,1,1,-2.287232
1,40502006,1,1,0,1,2,1.136443
1,40502006,1,1,0,1,1,.9434295
1,40502006,0,1,0,1,2,.06658
1,40502006,1,1,0,1,3,-1.774778
1,40502006,1,1,0,1,3,.0113728
1,40502006,1,1,0,1,1,1.136443
0,40502007,0,0,0,1,2,1.023759
0,40502007,1,1,0,1,2,-1.865924
0,40502007,0,0,0,1,1,-.03342
0,40502007,1,1,0,1,2,-.0303148
0,40502008,1,1,0,1,3,1.036443
0,40502008,0,0,1,1,2,-.3440416
0,40502008,1,1,0,1,2,-.4813018
0,40502008,1,1,0,0,3,.6628898
0,40502008,1,0,0,1,2,-2.642972
0,40502008,0,0,0,1,2,-4.204895
0,40502009,1,1,0,1,2,-.1968374
0,40502009,0,0,0,1,1,.5325121
0,40502009,1,0,0,1,3,-.2365192
0,40502009,1,0,1,1,2,-2.027379
0,40502009,1,1,0,1,2,.5269552
0,40502009,1,1,1,1,2,-.5398024
0,40502009,1,1,0,1,1,-.9282472
0,40502010,0,1,0,0,3,1.023759
0,40502010,1,0,0,1,3,.1344689
0,40502010,0,0,0,1,3,-.3779218
0,40502010,1,1,1,1,3,1.020687
0,40502010,0,1,0,1,2,.9834992
0,40502010,1,0,0,1,2,1.036443
0,40502011,1,0,0,1,2,-2.089199
0,40502011,0,1,0,1,2,.8685539
0,40502011,0,1,0,1,2,.1217854
0,40502011,1,1,0,1,3,.8699756
0,40502011,1,1,0,1,2,.1344689
0,40502011,1,1,0,1,2,.5854559
0,40502011,1,1,0,1,2,-.0303148
0,40502011,1,1,0,1,3,.3779273
0,40502012,1,1,0,1,2,.068241
0,40502012,1,1,0,1,2,.1217854
0,40502012,0,1,0,1,1,-.03342
0,40502012,1,1,0,1,2,-.0888155
0,40502012,1,1,0,1,1,-.6183056
0,40502012,1,1,0,1,2,-.1895548
0,40502012,0,1,0,1,3,.1069454
0,40502013,0,0,0,1,3,.3773068
0,40502013,1,1,0,0,2,.5854559
0,40502013,0,1,0,0,3,-.8165952
0,40502013,0,1,0,1,1,.2269839
0,40502013,0,1,0,1,2,1.036443
0,40502013,1,1,0,0,2,-1.343454
0,40502013,1,1,0,1,2,.9284762
0,40502013,1,1,0,1,1,-2.934157
0,40502014,0,1,0,1,3,-.3440416
0,40502014,0,1,0,1,2,-.0883429
0,40502014,1,0,0,1,3,.8154024
0,40502014,0,0,0,1,3,1.023759
0,40502014,1,1,0,1,2,-.4152434
0,40502014,1,1,0,1,3,-.0319984
0,40502014,1,0,1,1,1,-2.013835
1,40502015,1,1,0,1,2,.3172689
1,40502015,1,1,0,1,2,-.1818289
1,40502015,1,1,0,1,2,-.7114613
1,40502015,0,1,0,1,3,.0114798
1,40502015,0,1,0,1,3,.1815252
1,40502015,1,1,0,1,2,-.3309941
1,40502015,0,1,0,1,1,.4773068
1,40502015,1,1,0,1,2,-1.044814
0,40503004,1,0,0,0,3,.7874154
0,40503004,1,1,0,1,2,.2114048
0,40503004,1,1,0,1,2,-.377377
0,40503004,1,1,0,1,2,-.6780953
0,40503004,1,1,0,0,3,1.036443
0,40503004,0,1,0,1,2,1.023759
0,40503004,1,1,0,1,2,.9779422
0,40503004,1,1,0,1,2,.8716591
0,40503005,1,1,0,1,3,.9284762
0,40503005,1,0,0,1,1,-2.161264
0,40503005,1,1,0,1,2,-.0460707
0,40503005,1,1,0,1,2,.6359008
0,40503005,1,0,0,1,2,.1344689
0,40503005,1,1,1,1,2,-.0242361
0,40503006,0,1,0,1,1,1.023759
0,40503006,1,0,0,1,2,-1.027501
0,40503006,0,1,0,1,3,1.023759
0,40503006,0,1,0,1,3,.9834992
0,40503006,1,0,0,1,3,.993698
0,40503006,1,1,0,0,1,.0917241
0,40503006,1,1,0,1,1,-.0730596
0,40503007,1,0,0,1,3,-.0730596
0,40503007,1,0,1,1,2,.1344689
0,40503007,0,1,0,1,2,1.023759
0,40503007,0,1,0,1,3,.1217854
0,40503007,1,0,0,1,2,-.4176343
0,40503007,1,0,1,1,2,-.0038239
0,40503007,1,0,0,0,2,.1344689
1,40503008,1,0,0,1,3,.547163
1,40503008,0,0,0,0,3,1.123759
1,40503008,1,1,0,1,2,.9195035
1,40503008,1,1,0,1,2,.0696852
1,40503008,1,1,0,1,2,-.3383991
1,40503008,0,1,0,1,2,.06658
1,40503008,1,1,0,0,3,.7468795
1,40503009,1,1,0,0,3,.9289143
1,40503009,0,1,0,1,3,1.123759
1,40503009,0,1,0,1,1,1.108919
1,40503009,1,1,0,1,3,-1.241807
1,40503009,1,1,0,1,3,-.6412377
1,40503009,1,1,0,1,3,.1917241
1,40503009,1,1,1,1,2,-.3813018
0,40503010,1,0,0,1,2,-3.103784
0,40503010,1,0,0,0,3,1.036443
0,40503010,1,1,1,1,3,-.0303148
0,40503010,1,1,0,1,3,-.0195798
0,40503010,0,1,0,1,3,.7014706
0,40503010,0,1,0,1,2,.6980394
0,40503010,1,0,0,1,3,-.0303148
0,40503010,0,0,0,1,3,-.2802052
0,40503011,1,1,0,1,3,-.2495142
0,40503011,1,0,0,1,3,-.0460707
0,40503011,1,1,0,1,3,-.0888155
0,40503011,0,1,0,1,2,-.1372271
0,40503011,1,0,1,1,2,.5854559
0,40503011,1,1,0,1,3,-.5258445
0,40503011,1,1,0,1,3,.8484177
1,40503012,0,1,0,1,2,.517567
1,40503012,1,1,0,1,2,-.0702913
1,40503012,1,1,0,0,2,-1.600532
1,40503012,0,1,0,1,3,-.3795245
1,40503012,1,1,0,1,2,-.4892684
0,40503013,0,0,0,1,1,-1.955801
0,40503013,1,1,0,1,2,-1.975947
0,40503013,1,0,0,1,2,-.2765744
0,40503013,1,1,0,1,2,-2.273638
0,40504004,1,1,0,1,3,.4206721
0,40504004,1,0,0,0,2,-.0303148
0,40504004,1,0,0,1,3,-1.678861
0,40504004,1,1,0,0,2,-.3616211
0,40504005,1,1,0,1,3,.1344689
0,40504005,1,0,0,0,3,-.1145586
0,40504005,0,1,0,1,2,.0815252
0,40504005,0,1,1,1,3,.0666852
0,40504005,1,0,0,1,3,.7209476
0,40504005,0,1,0,0,3,1.023759
0,40504006,1,1,0,1,2,.0097403
0,40504006,1,1,0,1,2,.0097403
0,40504006,1,1,0,1,3,-1.522347
0,40504006,1,1,0,1,3,.1344689
0,40504006,0,1,0,1,3,1.023759
0,40504006,1,1,0,1,3,-1.4801
1,40504007,1,1,0,1,3,-.5314125
1,40504007,1,1,0,1,2,-1.273638
1,40504007,1,1,0,1,1,-1.241807
1,40504007,1,1,0,1,3,1.136443
1,40504007,1,0,1,1,2,.2344689
0,40504008,1,1,0,1,2,.1344689
0,40504008,0,1,0,1,3,.3773068
0,40504008,1,0,1,1,3,-.0884495
0,40504008,0,0,1,1,2,.1069454
0,40504008,1,0,0,1,2,-2.536866
0,40504008,1,1,0,1,1,.1187131
0,40504008,1,1,0,1,3,.0759683
1,40504009,1,1,0,1,3,-.031372
1,40504009,1,0,1,1,3,-.4398024
1,40504009,1,1,0,1,2,-1.614441
1,40504009,1,1,0,1,2,-.4398024
1,40504009,1,1,0,1,3,.0534313
1,40504009,0,0,0,1,3,-.1702548
1,40504009,1,1,0,1,2,-.0810263
0,40504010,1,1,0,1,2,-.3533325
0,40504010,0,1,0,1,2,.3773068
0,40504010,1,1,0,1,2,1.036443
0,40504010,1,1,0,1,2,.8289143
0,40504010,0,1,0,0,2,1.023759
0,40504010,1,1,0,0,2,.8716591
0,40504010,0,0,0,1,3,.8935051
1,40504011,1,0,0,1,3,1.136443
1,40504011,0,0,0,1,3,.2217854
1,40504011,1,0,0,1,1,-1.98358
1,40504011,1,0,0,1,2,-.312054
1,40504011,0,0,0,1,3,.6727723
1,40504011,0,1,0,1,2,1.123759
0,40504012,1,0,0,1,3,1.036443
0,40504012,1,0,0,1,3,1.036443
0,40504012,0,1,0,1,2,.9366577
0,40504013,1,0,0,1,3,1.036443
0,40504013,0,0,0,1,2,-4.003117
0,40504013,1,1,0,1,1,.8554052
0,40504013,1,0,0,1,2,1.036443
0,40504013,1,1,1,1,2,-.5039502
0,40504013,0,1,0,1,3,.9220684
0,40504013,0,0,0,1,2,.1217854
0,40504014,1,1,0,1,1,.9779422
0,40504014,1,1,0,1,2,.8716591
0,40504014,0,1,0,1,3,1.023759
0,40504014,1,1,0,1,3,.3801713
0,40504014,1,0,1,1,3,-.7741987
0,40504015,1,1,0,1,3,.3621715
0,40504015,1,0,1,1,2,.1187131
0,40504015,1,1,0,1,2,.1344689
0,40504015,1,1,0,1,3,-.0888155
0,40504015,1,1,0,1,3,.1187131
0,40504015,0,1,0,1,3,-.03342
0,40504016,0,0,0,1,3,.1217854
0,40504016,1,0,1,1,2,1.036443
0,40504016,1,0,1,1,2,-1.538977
0,40504016,1,1,0,0,3,1.036443
0,40504016,0,0,1,1,2,.5727723
0,40504016,0,1,0,1,3,-.03342
0,40504016,1,0,0,1,2,-.9413233
1,40504017,0,1,0,1,3,.1666852
1,40504017,1,1,0,1,3,.0269404
1,40504017,0,1,0,0,3,.2217854
1,40504017,1,1,0,1,2,.6427111
1,40504017,0,0,0,1,3,-.4542078
1,40504017,0,1,1,1,2,.2217854
1,40504017,1,1,0,1,3,.0696852
1,40504017,0,0,0,1,1,.2217854
0,40504018,0,1,0,1,3,-.4525168
0,40504018,1,1,0,1,3,.1344689
0,40504018,1,0,1,1,3,-4.667041
0,40504018,0,1,0,0,2,.1217854
0,40504018,1,1,0,0,3,.6748657
0,40504018,1,1,0,1,2,-1.343136
0,40504018,1,1,0,1,2,1.036443
1,40504019,1,1,0,1,2,-.3968998
1,40504019,0,1,1,1,1,.0116571
1,40504019,0,0,1,1,1,.9935051
1,40504019,1,1,0,1,2,.2187131
1,40504019,1,1,0,1,2,.2344689
1,40504019,1,1,0,1,2,.2344689
1,40504019,1,1,0,0,2,.0804202
0,40504020,1,1,0,1,2,.8289143
0,40504020,0,0,0,1,3,-.3292015
0,40504020,1,1,0,0,2,.1344689
0,40504020,0,1,0,1,3,-1.356052
0,40504020,1,1,0,1,3,1.036443
0,40504020,0,0,0,1,2,.6980394
0,40504020,0,1,0,1,3,-.0885202
0,40505004,0,1,0,1,2,-1.651647
0,40505004,0,0,0,1,2,-.4525168
0,40505004,1,1,0,1,3,-1.206316
0,40505004,1,1,0,1,2,-.1471278
0,40505004,0,1,0,0,1,1.023759
0,40505004,1,1,0,1,3,.4206721
0,40505004,1,0,0,1,3,.6906214
0,40505004,1,1,0,1,2,1.036443
1,40505005,1,1,0,1,2,-.2324383
1,40505005,1,1,0,1,3,.4980237
1,40505005,1,1,0,1,2,-.76669
1,40505005,0,1,0,1,2,1.083499
1,40505005,1,1,0,1,2,.0696852
1,40505006,1,1,0,1,2,-1.449336
1,40505006,0,0,0,1,2,-.3795245
1,40505006,0,0,0,1,2,.0263198
1,40505006,1,0,0,1,3,.1917241
1,40505006,1,1,0,1,3,.0696852
1,40505006,0,1,0,0,2,-.3673568
